Sku,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,unit cost,lead-time,retail_price,quantity_on_hand
KR202-1034,803,3254,3483,3516,3707,1656,3720,3743,1614,3273,1859,1495,1125,2,14984,2111
KR202-1035,1102,1031,1487,2498,1207,2241,1935,3066,897,2011,2296,774,1818,5,8125,533
KR202-1036,1893,1400,2061,778,1339,2797,1400,517,1575,3502,2383,2085,1267,5,14185,518
KR202-1037,2709,3971,2572,1258,606,3356,1563,2084,2563,1670,3125,1243,770,3,1292,1192
KR202-1038,3803,2942,3657,3835,973,1791,3710,1469,3935,537,1421,1583,1016,1,14898,2359
KR202-1039,3238,1958,1494,3317,2019,2874,2846,3709,1126,665,3368,3963,1940,4,13141,1236
KR202-1040,3501,2975,3572,571,1914,2526,1559,1507,542,1601,1301,3589,1781,5,5143,831
KR202-1041,2977,3438,738,2610,3477,925,3395,1407,1927,1764,2033,2596,1278,5,9290,1026
KR202-1042,3700,3539,1835,1912,3556,2828,3289,3070,3783,1365,1647,1664,1709,2,1958,1718
KR202-1043,596,1209,1947,3077,2363,1005,972,1830,3532,1118,1832,3354,1448,1,12966,1673
KR202-1044,688,1242,1381,1219,2904,1400,3271,693,1595,810,3209,1839,1152,4,2478,472
KR202-1045,2545,2760,1236,2075,3666,3388,1002,1056,2952,3386,1473,1918,645,4,3313,654
KR202-1046,1758,3753,3879,2785,976,3185,766,3543,1118,2329,3936,2077,915,5,12059,2056
KR202-1047,2544,1566,2109,1088,3648,1093,1814,675,3863,693,1828,1618,1367,3,6730,1698
KR202-1048,2326,3743,1786,1607,2874,874,1769,2144,631,930,3093,1874,822,2,7785,849
KR202-1049,1713,3477,939,3071,1683,2347,1630,3833,1444,517,2095,2540,1277,5,6822,586
KR202-1050,1423,2987,3035,1390,605,524,2538,1167,608,3633,3036,2546,1585,3,13620,969
KR202-1051,2887,873,2715,3400,2682,3706,3967,710,1902,662,892,2720,1542,1,9920,774
KR202-1052,1033,1183,1630,3765,2641,1261,748,2493,678,1062,733,3320,1130,5,2897,1320
KR202-1053,860,1779,1916,2436,3986,2036,2655,1273,2181,3210,1441,1844,1934,3,14666,1924
KR202-1054,3474,1112,950,1890,1209,3032,3580,3244,3151,682,2059,710,627,1,5679,1977
KR202-1055,1986,3530,3772,2969,2750,2146,3349,875,2508,1510,2122,3767,1001,4,12248,2844
KR202-1056,2937,3587,2463,2844,2199,3186,1039,2507,635,3862,2275,1321,550,1,8422,780
KR202-1057,648,3439,2663,1114,1507,538,3319,3288,3967,3797,3272,1727,740,2,5467,1987
KR202-1058,869,1446,3230,2461,1369,3155,2234,1395,2357,3132,3558,3982,1152,1,14629,1294
KR202-1059,1710,2110,1214,1330,3281,1681,3269,3111,3279,2051,540,1796,515,4,8864,2078
KR202-1060,2702,602,3953,3837,3642,2525,2927,2028,1503,711,2104,2236,1466,3,13516,630
KR202-1061,2241,3636,2786,2537,3215,2915,3444,3455,2235,1477,3005,595,1851,3,11020,1670
KR202-1062,1223,1423,634,2041,1006,1971,1451,2056,1087,983,778,753,1594,4,2357,1293
KR202-1063,3529,3293,2695,2818,1286,2232,681,3514,1646,961,2677,2314,1970,1,6036,1591
KR202-1064,732,592,2385,2742,2990,2128,1301,3111,1814,3077,1412,1086,1903,1,13553,2010
KR202-1065,3336,2014,3935,1845,3143,3024,1003,3850,2779,1742,3640,1656,1516,5,5272,2284
KR202-1066,3068,1262,1294,2128,1948,2563,3681,2417,3930,3663,938,2400,1380,2,1807,1589
KR202-1067,2080,3896,2598,1905,2733,1648,3098,1792,1226,3846,1306,1567,645,4,13728,1002
KR202-1068,3317,2824,2349,3291,1279,588,2750,851,2588,3453,3957,2824,1558,5,11380,655
KR202-1069,3306,1236,2179,1026,861,1493,3488,2974,3675,3905,1881,744,1992,4,6225,1830
KR202-1070,3407,1507,1356,3038,2089,967,1328,2082,1854,1162,3510,3360,1072,2,10364,2008
KR202-1071,3925,3085,1030,1495,3949,2982,3661,625,2615,2506,3172,590,1138,1,9429,729
KR202-1072,1857,1642,1876,1450,3946,2575,1945,957,2844,806,2531,738,1828,1,10314,403
KR202-1073,1931,3675,2363,2510,2066,2263,2609,607,3962,675,2485,1131,1457,3,14025,666
KR202-1074,1262,1610,3996,3535,1453,2389,879,1841,2929,3874,3549,675,1146,5,14797,2249
KR202-1075,1380,803,664,3835,1757,3017,3693,2388,2629,3535,3695,790,611,1,10259,1256
KR202-1076,1618,3783,3217,1816,831,2783,996,1519,1089,3925,897,2353,699,5,12747,632
KR202-1077,2743,2383,3470,3291,779,3494,1009,1846,2021,517,1857,2787,778,2,5510,2219
KR202-1078,2119,1638,3186,3236,2548,3323,2834,2333,1540,3331,1479,2613,964,3,11796,1927
KR202-1079,3241,3586,1387,2494,2225,1904,3537,1062,1577,3813,1828,1959,914,1,8120,2190
KR202-1080,886,686,2575,1281,1383,3273,2430,1222,1577,2928,3026,2099,1463,2,5093,1557
KR202-1081,2211,2547,3506,1989,3272,3516,1347,2553,3683,3741,2204,3138,1687,5,12351,964
KR202-1082,3853,1495,1383,2825,1683,3083,861,2586,2580,2974,1027,3174,1214,1,4380,1020
KR202-1083,3536,544,2808,2984,1395,2723,957,3979,2553,1196,2083,2366,1627,4,6343,2221
KR202-1084,3683,1281,1986,690,1088,1612,698,2536,2672,884,3153,2239,1137,5,14035,2044
KR202-1085,3315,744,3045,3375,3369,2938,850,2376,2646,3550,2458,2333,910,5,3838,572
KR202-1086,1843,2547,1706,716,2640,1655,3028,899,2569,2107,1494,3823,500,5,3466,1587
KR202-1087,2226,2425,3393,2306,2427,2206,2775,743,3641,2667,1776,3569,936,1,1373,1814
KR202-1088,783,2910,605,616,2935,2670,1675,1428,3433,2786,3826,2576,637,2,9068,2404
KR202-1089,2907,3683,1825,870,654,3658,1693,3151,2135,932,2879,3420,1603,2,2796,2528
KR202-1090,1223,3228,1540,2401,3764,2996,2314,972,532,3248,1979,1093,1195,1,5174,1135
KR202-1091,2836,1904,3814,1598,2761,3944,2342,1190,532,2735,560,1530,1521,1,11447,993
KR202-1092,1210,3048,3277,758,3497,1278,2424,1328,3393,2917,1618,2593,657,1,3899,1446
KR202-1093,2867,1673,1990,3107,2151,3254,978,3303,3070,1326,2807,1732,1688,4,5259,574
KR202-1094,3332,3364,940,2960,2174,2224,3596,2230,2478,502,1297,2849,1691,1,13910,2294
KR202-1095,3758,2422,2540,944,1597,1329,1163,3364,1468,1035,2288,2665,971,4,9364,1548
KR202-1096,3592,3083,1943,3838,1814,2209,806,584,3397,2864,1362,2795,1515,1,2126,1637
KR202-1097,1216,1321,3102,2545,2151,3602,3713,2824,3303,3364,2148,1221,518,1,12769,650
KR202-1098,1418,1339,1679,1468,3202,1430,2161,2556,3593,747,2841,2662,1328,5,9012,1887
KR202-1099,3274,3908,3675,3342,2564,2497,580,1575,2680,3219,2307,1938,1553,3,2813,651
KR202-1100,3238,2957,1111,3413,798,1205,1070,2333,1621,788,2847,2517,848,4,1328,1472
KR202-1101,581,1678,2370,1016,1041,1281,3938,2856,1541,3774,3273,3022,1605,5,7485,893
KR202-1102,2604,1207,2754,703,1323,1581,1644,3233,3397,2230,3227,3474,787,5,14547,939
KR202-1103,2745,3858,2890,2523,1457,1880,2018,1433,3800,3640,1868,3323,1213,4,8174,2785
KR202-1104,2766,1892,3038,2110,2100,3824,2751,870,2979,1571,3702,2006,1490,5,14115,2579
KR202-1105,965,537,2882,3243,2338,2672,515,3484,1704,2687,2158,3813,1913,2,3389,2293
KR202-1106,3527,2283,3687,1824,2626,1312,2709,639,3018,967,1683,1048,1752,3,11943,2026
KR202-1107,1657,1421,2361,2710,2447,2400,2389,672,561,2131,2441,1172,1098,1,10799,932
KR202-1108,2034,2174,3616,3798,3127,2309,2580,3599,1488,565,1738,3345,662,5,2195,2660
KR202-1109,2591,3418,933,2096,1089,651,2947,3101,3466,3886,2553,3126,1222,4,8040,1988
KR202-1110,1170,1289,618,803,2858,2497,1128,3695,3794,606,1670,2604,1707,1,14691,622
KR202-1111,1693,526,3335,1801,3544,711,2985,2565,3448,3921,1362,1865,1040,3,10018,2193
KR202-1112,749,3021,3590,2471,1184,2684,1342,1190,2997,2436,653,699,511,2,948,650
KR202-1113,3525,3266,516,3351,3129,2485,1705,1229,3882,2649,1302,1701,1304,3,10468,1862
KR202-1114,3571,3428,3100,1823,1273,3622,2596,1107,2906,947,2967,598,1573,2,9733,2499
KR202-1115,552,3239,1454,2291,1219,3695,3770,660,3951,1385,2428,1344,707,3,2835,1532
KR202-1116,3906,1671,3219,2654,3759,2560,921,761,1585,664,1888,3491,714,3,8841,2056
KR202-1117,1565,2397,2400,2089,2569,562,1332,1671,2312,3671,2467,3008,1344,5,10846,632
KR202-1118,1283,3067,3932,857,1254,2270,3316,3774,3718,3240,2456,3585,1661,5,7035,676
KR202-1119,2715,1647,3804,2080,2287,3329,2166,2433,1098,3644,1268,3850,1169,3,14513,1046
KR202-1120,2920,759,1964,1268,3721,3069,2887,3232,1405,2805,1987,851,874,1,6205,1531
KR202-1121,2301,3955,3072,2585,1293,1209,1419,2785,2542,1533,2312,1954,921,1,3099,2354
KR202-1122,1074,872,748,1840,2303,2501,2057,3066,3676,3138,2688,3038,900,2,6222,494
KR202-1123,3792,2114,3486,916,2923,2551,2036,2847,1951,1695,1765,666,809,5,11707,1313
KR202-1124,1722,1701,1067,3264,816,3258,3876,1799,1134,3097,538,3700,1005,2,12001,1560
KR202-1125,1041,913,942,3935,2365,712,2119,3800,1206,3792,2149,2227,1238,4,12001,1504
KR202-1126,3651,2486,1555,703,3796,2908,524,3981,2169,3189,2382,2336,555,3,8757,2543
KR202-1127,3276,2593,3738,1667,1828,503,3165,1701,3204,3809,1925,1286,691,4,7346,950
KR202-1128,1231,3282,2655,3931,719,2139,3055,3666,2597,1831,862,2844,639,3,1585,2115
KR202-1129,1180,2984,1829,1249,3111,3435,2163,2013,1013,1804,3251,1704,970,3,8125,607
KR202-1130,3110,1778,3563,3596,634,1167,3078,2578,3889,3612,3596,3257,1376,1,13368,1722
KR202-1131,3962,2359,1424,2932,3960,1658,1202,2884,2927,2042,2889,1396,857,2,4910,1381
KR202-1132,1313,617,937,1941,1939,2468,2268,1736,3662,1287,3772,1281,1726,4,8685,2071
KR202-1133,1204,834,3804,2397,2926,3321,3172,3139,2660,1701,1979,1486,579,3,2373,2297
KR202-1134,2615,3277,1988,2388,3742,3844,2649,1395,1727,1052,3252,1211,1918,4,6214,2174
KR202-1135,1750,2609,2853,3955,3582,2031,2491,2612,3900,2203,1879,547,1669,5,6974,813
KR202-1136,1403,1082,1176,794,3478,2915,1892,1802,1356,3443,1292,879,1473,5,13928,1428
KR202-1137,3974,2082,3208,3155,3408,2039,1293,2488,618,2796,2288,3226,993,1,7548,1324
KR202-1138,3405,1781,1238,3217,2384,1508,1861,3426,1522,2637,3277,3094,1332,5,11431,548
KR202-1139,1018,3470,1011,3607,2177,3950,874,3741,3728,1999,3664,1085,1221,3,11435,2306
KR202-1140,634,1314,3577,3070,3482,3172,2169,2323,2526,1355,963,1160,1890,5,7054,1178
KR202-1141,3744,3062,2948,1163,1866,2507,3709,3348,1826,3761,2108,906,823,1,9721,2709
KR202-1142,1116,2500,3364,3719,2122,1059,1957,1524,3899,2415,898,1007,779,4,1076,669
KR202-1143,2680,768,1276,1531,2922,1953,3853,2037,1244,1011,1966,611,1540,5,2533,1485
KR202-1144,1712,526,3880,531,3170,3452,2269,2682,1143,520,3176,2850,509,1,9751,1355
KR202-1145,2216,2592,2606,3912,3369,3164,1068,1395,2954,876,3401,930,1332,1,2914,2077
KR202-1146,3313,3315,1852,3111,1782,2789,1109,3124,2249,2445,1188,1616,583,1,7351,767
KR202-1147,2310,3391,3334,3601,1499,1735,1058,2609,1786,2688,1050,3627,1445,4,9063,1424
KR202-1148,1886,1242,2141,1076,2522,2560,3080,822,3351,1908,2024,2311,975,5,2960,471
KR202-1149,3037,1075,3834,3086,3251,1528,2618,500,2441,3699,3404,858,589,1,14124,2265
KR202-1150,2487,712,2560,1294,2461,2816,2391,729,1039,1640,1180,3044,625,3,5621,1182
KR202-1151,3749,2816,1086,3171,2367,3066,824,3876,2824,3271,3025,3988,980,1,10838,789
KR202-1152,1570,3198,2928,2449,3002,1802,2280,1933,1325,1421,1580,2467,1023,2,7065,2182
KR202-1153,2025,1852,3440,3126,2465,3168,3258,2870,1124,708,1780,1929,1176,5,10705,2535
KR202-1154,2517,3773,3995,2038,1097,1310,1355,1034,834,3197,3213,3703,1358,1,5889,1347
KR202-1155,772,3602,3015,1855,3121,3758,2245,607,1256,2790,524,3249,952,5,13147,2065
KR202-1156,1474,3868,1044,2369,1695,1562,3098,1832,2106,1298,3590,571,616,4,6494,1369
KR202-1157,1562,3033,1867,1407,1915,783,965,3766,3057,3933,1105,3088,635,5,7357,2328
KR202-1158,881,2474,3422,725,3825,599,1626,3482,811,678,1332,1496,1408,4,5083,1209
KR202-1159,1606,1111,1623,591,2827,3775,2245,2434,1660,2689,747,1098,1029,4,9690,1430
KR202-1160,1738,2889,972,3960,2292,2580,1554,3133,2545,1040,1167,3851,1681,4,2663,815
KR202-1161,2893,1821,1067,3433,1257,526,3330,1422,990,3813,799,3205,966,4,1722,1277
KR202-1162,2908,2505,3899,3686,1458,1021,3316,2132,1839,2388,2094,993,733,2,10648,2557
KR202-1163,1050,2459,1790,629,3857,3135,1917,1138,1239,771,2644,2370,1767,1,11239,1289
KR202-1164,3087,3234,2896,915,1241,1002,2910,3699,2730,2219,2122,3766,1644,3,11336,977
KR202-1165,2107,3653,2706,1637,3286,505,2071,3408,634,1886,2583,1446,1588,5,9058,1028
KR202-1166,3784,2912,1267,1629,1509,1520,3633,1679,2031,514,2116,2642,583,3,4121,1970
KR202-1167,2931,1327,2413,956,2905,969,2699,3391,2737,901,1829,1325,594,3,7736,778
KR202-1168,741,2482,1425,1958,3315,4000,2890,3029,1936,683,727,2835,1740,3,4480,953
KR202-1169,2251,3799,1266,1812,2965,1860,2534,2750,1117,2666,1718,632,1212,1,8912,2067
KR202-1170,3896,2066,848,1759,2726,3666,1158,1836,2869,1465,1247,3909,1342,4,3176,2452
KR202-1171,2636,2272,2547,777,2283,1635,943,525,842,3896,817,1825,1739,5,8007,790
KR202-1172,1591,2620,2757,2593,750,3664,3054,3504,3400,3578,3207,1823,1568,4,1947,1172
KR202-1173,3305,3209,2936,2812,769,2276,1515,2912,948,2273,1526,3111,1197,5,1765,830
KR202-1174,3349,1180,600,2202,3268,2603,3426,1554,1729,504,1678,1779,1343,2,11161,1109
KR202-1175,3890,2847,2386,2014,3123,3429,3168,1718,1533,1682,1663,3586,1256,4,4607,1920
KR202-1176,3932,3736,513,2812,1653,3639,697,2537,2165,2297,2758,1730,575,3,5902,1684
KR202-1177,3698,918,1710,2164,3681,3480,3408,2967,1617,533,2616,3345,975,3,1386,771
KR202-1178,2769,2176,3496,623,3533,3110,2558,1852,635,2286,3631,3655,1503,5,2529,1567
KR202-1179,1350,3128,1590,2483,2815,984,1576,819,1332,1639,1783,1937,1731,1,10741,469
KR202-1180,1165,1166,2663,683,3524,3315,1723,2864,504,2609,1654,1317,1576,2,7931,594
KR202-1181,2363,3673,2052,2430,1710,3435,2330,3925,2976,571,1474,3941,1613,1,7959,655
KR202-1182,3483,3631,3762,2465,2811,2665,1512,2510,1037,2186,2946,3412,1315,3,6420,2725
KR202-1183,1854,2094,3689,2846,2274,2279,3513,2992,2715,3023,2642,2448,1313,5,12669,1096
KR202-1184,1149,1314,1452,2855,3756,1588,1864,2120,1115,3368,697,1356,1616,1,4900,1853
KR202-1185,2533,2780,3353,3040,518,1149,726,2496,2883,775,2455,1042,1732,3,12755,1886
KR202-1186,3681,1733,2097,849,2215,1180,2022,3004,1242,1491,2104,1439,1032,1,3692,1496
KR202-1187,3220,1389,3763,3884,3306,1361,1053,1168,623,1502,715,2189,813,3,12274,2121
KR202-1188,3012,2025,875,3468,650,1142,1618,1737,2890,1769,979,1015,1533,4,5973,930
KR202-1189,3887,2976,902,2644,594,1268,2919,1654,3804,3688,1826,2694,611,2,14076,686
KR202-1190,3803,1263,3647,2825,1300,2149,3925,3219,1437,1545,1678,1237,1447,3,13254,2485
KR202-1191,1901,3167,946,3011,3884,3716,867,2603,2063,2803,1201,664,1376,5,13685,1145
KR202-1192,3155,2719,3852,3313,2431,3887,3612,725,938,1266,1347,2324,866,3,5602,1726
KR202-1193,1116,1600,2506,2668,1774,989,2774,3946,2190,1640,3318,1194,956,5,3994,2241
KR202-1194,1127,1397,1223,562,1641,3989,1305,674,3513,724,1265,3755,1974,5,13608,1358
KR202-1195,3889,1092,3749,3674,3743,3704,1171,3926,1806,3456,1265,3293,1899,4,4375,2595
KR202-1196,1559,580,3259,2962,3926,1602,1877,1182,1965,1061,1711,3466,1564,3,14406,1825
KR202-1197,717,556,2323,669,2927,1863,2586,3996,2408,2298,747,654,791,2,8251,1580
KR202-1198,2167,3005,1082,697,3818,1093,1747,1334,3750,2601,2727,918,1144,4,14876,976
KR202-1199,3179,2555,2295,1120,3846,1947,1332,2312,1613,1010,1436,3239,771,2,1558,1015
KR202-1200,1509,3895,556,1883,3188,1905,2746,3010,1639,1776,572,2262,614,1,14826,736
KR202-1201,3725,1241,3344,969,1521,2267,1388,3077,843,2930,2192,1964,689,1,2024,805
KR202-1202,525,2686,3008,1559,1446,3540,1441,2247,3870,3710,2092,2744,1420,3,9028,2589
KR202-1203,3911,688,2805,2173,2156,745,1684,3081,2985,3267,1887,2448,1539,1,14578,2393
KR202-1204,2316,3848,1893,3935,1802,1643,3096,3147,1532,3449,3040,2544,862,1,5024,1830
KR202-1205,525,2797,1914,2679,2040,2575,2011,3962,1174,3122,1370,1309,1096,5,7024,1223
KR202-1206,2844,3556,931,2027,2035,869,3624,2800,2043,921,3064,2425,862,2,4168,1154
KR202-1207,2714,3781,2911,2823,3289,708,2978,2159,2398,1726,2923,666,520,5,14066,807
KR202-1208,720,3247,766,3573,2381,2191,2761,3757,3781,2915,1165,853,1971,4,14310,2017
KR202-1209,2960,1245,2137,3975,2627,2529,1510,854,921,2706,3970,1909,1256,1,8496,1141
KR202-1210,1260,1362,1387,2992,3099,3898,1867,2708,1310,1066,3967,1166,888,2,10473,1861
KR202-1211,1028,2171,2071,915,2774,3992,2691,1947,2862,2310,1747,1894,1893,3,11607,625
KR202-1212,1718,766,2496,836,2328,1726,1670,551,1087,713,2688,3821,1881,5,2825,668
KR202-1213,1612,3698,3458,2573,2419,1998,3087,2504,2857,2049,3385,1007,1983,5,13100,2531
KR202-1214,631,518,3850,2044,629,1665,3881,1313,2143,2791,707,2670,1732,2,7757,2077
KR202-1215,3607,3200,1540,2440,1484,1578,2274,1352,2240,2903,2393,2392,1015,1,9964,2034
KR202-1216,3223,824,2203,2165,905,708,1128,1600,2396,948,2544,973,1431,3,2342,851
KR202-1217,3224,1333,1172,680,2081,3979,2897,776,509,2767,1545,2949,1885,4,2685,461
KR202-1218,862,578,1165,2021,1330,2559,916,2064,3947,2071,1903,516,514,5,9640,1792
KR202-1219,3630,3242,2136,2511,795,1739,1150,3517,3602,2156,1512,2715,1290,2,12255,501
KR202-1220,880,802,2032,2732,2807,1235,1818,3742,600,1393,846,2150,1183,5,4501,990
KR202-1221,2271,2148,1450,1807,3801,3383,1224,3644,2561,3742,1958,1435,881,4,9191,2477
KR202-1222,3222,3866,745,603,987,3530,1454,2830,2442,3314,3273,2464,958,4,4099,968
KR202-1223,2735,1603,3529,3562,2365,2429,671,1494,2230,659,1842,1274,943,1,8765,1642
KR202-1224,2402,2188,1907,3685,3205,2386,1026,3148,2079,2568,1299,3321,1784,2,7272,840
KR202-1225,1030,1984,3143,2897,2699,3316,1744,2313,2855,855,1757,3415,900,5,14596,1663
KR202-1226,3532,2788,1546,3136,1300,3864,2004,2172,960,3361,3602,562,866,5,5807,2538
KR202-1227,3409,2552,3851,971,1852,512,1009,1517,2528,2581,1208,3040,1857,4,11029,734
KR202-1228,3664,2589,1382,1393,1364,2507,2832,1225,3282,3585,3660,3591,715,3,6418,2400
KR202-1229,1545,3010,2212,3733,905,591,1404,3728,591,1158,2984,1140,1661,4,3345,551
KR202-1230,1212,921,3095,2258,1890,2922,3757,1649,1881,1885,1643,1526,1794,5,10989,1153
KR202-1231,2892,1712,2125,1488,2428,3946,996,591,1033,1183,516,2012,1295,3,11715,1205
KR202-1232,2394,1566,939,3215,2769,1390,1336,3779,1386,2854,1203,3968,934,5,11140,472
KR202-1233,2597,3491,2692,1734,3887,2880,2930,1301,2092,797,1165,669,1906,3,7289,2218
KR202-1234,1532,1381,2625,2290,3635,2699,3345,3202,788,1634,2896,2417,1049,4,9770,572
KR202-1235,2899,2387,1318,1497,2974,1554,2123,2178,1655,1039,3135,2701,1229,1,11545,1947
KR202-1236,2165,3989,3834,1773,3381,1647,2195,2610,689,3880,1597,630,916,2,10934,1110
KR202-1237,1440,3771,3279,986,3959,1010,3793,3864,3604,2736,3113,3303,1761,2,11457,2812
KR202-1238,2947,3822,3112,2900,3532,2251,1804,2418,925,1183,2809,3245,1182,4,8279,1788
KR202-1239,2973,1328,3706,673,1495,2834,2864,975,1160,3083,2878,3100,1953,2,6189,1287
KR202-1240,1535,1830,1577,2812,2700,2873,2957,841,2824,3343,2835,2335,1352,3,7741,545
KR202-1241,1807,875,3644,2605,2021,3833,3099,2020,1899,3405,2673,1305,872,2,9587,1161
KR202-1242,1920,912,2343,2655,2041,1161,2908,3055,2341,3718,3251,1612,1035,4,7978,738
KR202-1243,3034,564,1545,608,2404,639,1991,3691,2611,1666,3544,2327,1153,2,3680,1139
KR202-1244,952,2162,2113,1784,1732,2693,2320,1261,3054,1809,3969,3761,795,4,7753,1554
KR202-1245,1675,3910,2492,1843,1554,682,629,3623,2192,3499,1918,1171,993,3,3767,2134
KR202-1246,2714,1505,532,2634,644,672,2801,2110,1863,2030,2383,1506,1823,1,10581,1410
KR202-1247,3627,2451,789,2125,2494,1528,1158,2731,678,1211,1776,1858,1925,4,13524,1070
KR202-1248,3443,2337,1844,2996,1258,1359,1765,3862,3125,2551,810,3847,1625,1,2502,2577
KR202-1249,846,2472,541,3976,1820,1369,637,3664,1569,621,1292,1665,799,2,3260,398
KR202-1250,1261,2434,2326,1484,2822,3241,1309,851,2324,1995,2716,2291,666,5,5252,1060
KR202-1251,3093,3470,3987,2036,3799,709,3673,3062,3558,589,883,1362,1927,4,13444,1639
KR202-1252,3054,3078,2569,2917,2916,3234,665,3608,2930,3145,1930,2289,1156,1,4281,618
KR202-1253,2372,735,1227,918,3303,2880,1877,2162,3331,835,2113,1985,1549,1,11456,907
KR202-1254,1507,3580,735,2860,3445,3644,1994,2088,3520,690,3235,732,522,1,8398,1186
KR202-1255,1765,2632,2480,1248,2989,1721,1266,3127,992,3001,1173,975,1287,5,8222,408
KR202-1256,3717,2506,1083,2283,2851,1827,1379,2925,1338,1595,818,1287,1370,1,14816,1453
KR202-1257,1433,3950,3205,1328,2823,543,2276,766,996,2736,3918,2985,686,1,1938,1264
KR202-1258,627,3002,2265,2244,879,2737,1566,526,1148,2909,2962,1521,1087,4,12533,1436
KR202-1259,1898,3679,1311,672,3720,1946,675,984,2335,1139,1853,2666,820,1,13759,1068
KR202-1260,617,3098,761,3130,1961,3992,2760,501,1882,3385,2823,1951,1705,3,2934,2186
KR202-1261,3170,2158,1400,3408,2831,777,708,2463,3799,2688,1655,3986,1458,4,3773,2289
KR202-1262,1373,3519,666,1777,1127,1964,2004,1263,727,531,2433,3392,1991,5,3917,1614
KR202-1263,3852,746,3754,987,1611,2980,2164,3533,1522,1550,3795,1361,987,4,10474,1231
KR202-1264,2904,2049,1168,1289,3520,631,2343,1053,866,2218,3329,3669,1759,5,4785,1251
KR202-1265,3408,1805,2607,2356,1317,2798,2118,2037,2846,1184,2578,1755,997,2,4715,1360
KR202-1266,3431,1688,2225,3221,1818,873,3419,1621,1914,3193,3350,3583,730,5,7789,1995
KR202-1267,1934,2094,2426,3320,3433,1197,3549,3420,2282,3706,3979,613,1424,2,2805,1048
KR202-1268,2823,2287,1592,1282,2231,670,2349,989,3342,719,3494,2164,1050,4,12736,1094
KR202-1269,3267,553,3334,1637,1293,658,1078,1891,916,2582,1971,1063,1500,1,10908,1776
KR202-1270,2369,3954,1924,934,1866,3858,1309,531,2796,3117,3074,1384,1703,3,6043,600
KR202-1271,1773,2420,2326,1068,3661,1900,2321,2983,1653,3791,540,807,1837,3,11535,1991
KR202-1272,3055,916,1567,588,593,3807,3225,665,3654,2183,3672,1888,1971,4,8367,2036
KR202-1273,3211,3084,2651,856,2737,2592,2980,2095,2000,644,2037,1298,1430,3,11201,807
KR202-1274,1379,1847,2111,2999,2260,3031,1726,1907,3904,3300,1618,3808,1218,1,3463,2102
KR202-1275,3533,1453,1766,984,1195,3042,2560,651,1253,1853,1240,1080,566,5,1379,830
KR202-1276,3019,2570,1489,973,2257,2258,2745,1909,2278,628,902,964,1834,2,14647,1262
KR202-1277,2629,2136,1251,2602,1647,3076,3352,2026,805,1030,1490,1967,844,5,1046,1269
KR202-1278,3672,3229,2897,1479,959,1180,1799,806,1122,1045,3405,3945,520,2,887,1422
KR202-1279,3492,3041,2065,2348,2766,2208,2994,1104,3849,2073,1648,3421,1783,3,6026,2738
KR202-1280,3730,2677,3513,2183,3404,1708,1313,2773,1593,1117,3191,3163,1613,1,13293,1942
